image_name,absolute_path,label
z7_000194_37556529-d885-49b1-a6dd-7250fdc34592___FAM_B.Rot 3618.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000194_37556529-d885-49b1-a6dd-7250fdc34592___FAM_B.Rot 3618.JPG,Grape___Black_rot
z7_000195_38b1741f-60a2-45f5-8ab6-c6ddc83738f2___FAM_B.Rot 0482.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000195_38b1741f-60a2-45f5-8ab6-c6ddc83738f2___FAM_B.Rot 0482.JPG,Grape___Black_rot
z7_000196_38c1021c-5941-4106-88f0-973de55bfe59___FAM_B.Rot 3367.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000196_38c1021c-5941-4106-88f0-973de55bfe59___FAM_B.Rot 3367.JPG,Grape___Black_rot
z7_000197_38cc6a0d-cc68-4663-921f-8ed4ba0bd587___FAM_B.Rot 3192.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000197_38cc6a0d-cc68-4663-921f-8ed4ba0bd587___FAM_B.Rot 3192.JPG,Grape___Black_rot
z7_000198_39022631-41f4-4d41-af30-f025f581ff7d___FAM_B.Rot 3285.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000198_39022631-41f4-4d41-af30-f025f581ff7d___FAM_B.Rot 3285.JPG,Grape___Black_rot
z7_000199_392c9834-81a7-4e58-a8a7-ff64f1620816___FAM_B.Rot 3398.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000199_392c9834-81a7-4e58-a8a7-ff64f1620816___FAM_B.Rot 3398.JPG,Grape___Black_rot
z7_000200_3962567b-b8da-4d1f-bfbe-8ba8adb53795___FAM_B.Rot 0416.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000200_3962567b-b8da-4d1f-bfbe-8ba8adb53795___FAM_B.Rot 0416.JPG,Grape___Black_rot
z7_000201_39c4aca9-1462-49be-aebe-75dc63cc6ef3___FAM_B.Rot 0355.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000201_39c4aca9-1462-49be-aebe-75dc63cc6ef3___FAM_B.Rot 0355.JPG,Grape___Black_rot
z7_000202_39f49e8a-cd72-45bd-bcf5-a25f472fa6ac___FAM_B.Rot 0512.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000202_39f49e8a-cd72-45bd-bcf5-a25f472fa6ac___FAM_B.Rot 0512.JPG,Grape___Black_rot
z7_000203_3a101308-a8fc-4890-9dc9-48ae5a443790___FAM_B.Rot 0362.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000203_3a101308-a8fc-4890-9dc9-48ae5a443790___FAM_B.Rot 0362.JPG,Grape___Black_rot
z7_000204_3a383fc1-ac61-41be-852b-2716ae85054d___FAM_B.Rot 3330.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000204_3a383fc1-ac61-41be-852b-2716ae85054d___FAM_B.Rot 3330.JPG,Grape___Black_rot
z7_000205_3a5abb6b-36b3-416f-b511-aa0b7fb5eda6___FAM_B.Rot 3124.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000205_3a5abb6b-36b3-416f-b511-aa0b7fb5eda6___FAM_B.Rot 3124.JPG,Grape___Black_rot
z7_000206_3ad4f4cb-a4bf-4501-b352-cc3dfcf07afb___FAM_B.Rot 3220.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000206_3ad4f4cb-a4bf-4501-b352-cc3dfcf07afb___FAM_B.Rot 3220.JPG,Grape___Black_rot
z7_000207_3b4326e8-734a-4f55-80b4-284e86d9c7c9___FAM_B.Rot 0332.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000207_3b4326e8-734a-4f55-80b4-284e86d9c7c9___FAM_B.Rot 0332.JPG,Grape___Black_rot
z7_000208_3b4f4925-6982-4527-a88d-6cbacbd60460___FAM_B.Rot 3031.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000208_3b4f4925-6982-4527-a88d-6cbacbd60460___FAM_B.Rot 3031.JPG,Grape___Black_rot
z7_000209_3b646501-0c1f-4f1b-889e-26a4a31d03f7___FAM_B.Rot 5084.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000209_3b646501-0c1f-4f1b-889e-26a4a31d03f7___FAM_B.Rot 5084.JPG,Grape___Black_rot
z7_000210_3b840038-8831-4158-ab4a-8eeee954d136___FAM_B.Rot 3307.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000210_3b840038-8831-4158-ab4a-8eeee954d136___FAM_B.Rot 3307.JPG,Grape___Black_rot
z7_000211_3b905cf5-c442-4d50-bb83-3caf6142d726___FAM_B.Rot 2995.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000211_3b905cf5-c442-4d50-bb83-3caf6142d726___FAM_B.Rot 2995.JPG,Grape___Black_rot
z7_000212_3bb9a09d-433c-4245-b0a8-7fc8d96d4090___FAM_B.Rot 0720.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000212_3bb9a09d-433c-4245-b0a8-7fc8d96d4090___FAM_B.Rot 0720.JPG,Grape___Black_rot
z7_000213_3c39d9d4-3dcd-4aa5-a550-4389ce02296e___FAM_B.Rot 0606.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000213_3c39d9d4-3dcd-4aa5-a550-4389ce02296e___FAM_B.Rot 0606.JPG,Grape___Black_rot
z7_000214_3cbdecf2-1139-457e-ae80-12a504806b78___FAM_B.Rot 3294.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000214_3cbdecf2-1139-457e-ae80-12a504806b78___FAM_B.Rot 3294.JPG,Grape___Black_rot
z7_000215_3cf73c3d-e012-40dd-b93e-3b3540c0d6c6___FAM_B.Rot 0741.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000215_3cf73c3d-e012-40dd-b93e-3b3540c0d6c6___FAM_B.Rot 0741.JPG,Grape___Black_rot
z7_000216_3d8bd6cf-86c4-4b2c-8f99-a3cb0978b7e5___FAM_B.Rot 0607.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000216_3d8bd6cf-86c4-4b2c-8f99-a3cb0978b7e5___FAM_B.Rot 0607.JPG,Grape___Black_rot
z7_000217_3d918f29-4267-4af3-bd42-009480633b8f___FAM_B.Rot 0454.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000217_3d918f29-4267-4af3-bd42-009480633b8f___FAM_B.Rot 0454.JPG,Grape___Black_rot
z7_000218_3daa917c-f13b-4a6a-ab60-b544916c34c1___FAM_B.Rot 0547.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000218_3daa917c-f13b-4a6a-ab60-b544916c34c1___FAM_B.Rot 0547.JPG,Grape___Black_rot
z7_000219_3de6663f-78b4-49e1-a084-76805d7f3733___FAM_B.Rot 3425.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000219_3de6663f-78b4-49e1-a084-76805d7f3733___FAM_B.Rot 3425.JPG,Grape___Black_rot
z7_000220_3e061aca-cb0c-4cd5-99a2-ea33ecea117c___FAM_B.Rot 3380.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000220_3e061aca-cb0c-4cd5-99a2-ea33ecea117c___FAM_B.Rot 3380.JPG,Grape___Black_rot
z7_000221_3e3a858c-ef05-44a2-9370-bb8bfe754a28___FAM_B.Rot 0595.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000221_3e3a858c-ef05-44a2-9370-bb8bfe754a28___FAM_B.Rot 0595.JPG,Grape___Black_rot
z7_000222_3e5adab5-7d96-47c2-b927-936237c00044___FAM_B.Rot 0415.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000222_3e5adab5-7d96-47c2-b927-936237c00044___FAM_B.Rot 0415.JPG,Grape___Black_rot
z7_000223_3e9bad2a-43e2-4646-aa5b-8b141a6966ce___FAM_B.Rot 3258.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000223_3e9bad2a-43e2-4646-aa5b-8b141a6966ce___FAM_B.Rot 3258.JPG,Grape___Black_rot
z7_000224_3f092a00-8ffd-4bc7-9c33-17555cb192c3___FAM_B.Rot 0654.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000224_3f092a00-8ffd-4bc7-9c33-17555cb192c3___FAM_B.Rot 0654.JPG,Grape___Black_rot
z7_000225_3f70c9d3-cf8a-43c3-87e3-c7a788579e7a___FAM_B.Rot 3534.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000225_3f70c9d3-cf8a-43c3-87e3-c7a788579e7a___FAM_B.Rot 3534.JPG,Grape___Black_rot
z7_000226_3f95e811-027a-4e6b-ab46-7dd5dd4dd2fd___FAM_B.Rot 0758.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000226_3f95e811-027a-4e6b-ab46-7dd5dd4dd2fd___FAM_B.Rot 0758.JPG,Grape___Black_rot
z7_000227_3fec6e37-1880-4c71-8b54-617ba9209270___FAM_B.Rot 0394.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000227_3fec6e37-1880-4c71-8b54-617ba9209270___FAM_B.Rot 0394.JPG,Grape___Black_rot
z7_000228_40240052-2bba-4ad4-acce-8641a309a5ac___FAM_B.Rot 0730.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000228_40240052-2bba-4ad4-acce-8641a309a5ac___FAM_B.Rot 0730.JPG,Grape___Black_rot
z7_000229_40a20631-ebe7-4249-bd54-33fb175faf0f___FAM_B.Rot 0442.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000229_40a20631-ebe7-4249-bd54-33fb175faf0f___FAM_B.Rot 0442.JPG,Grape___Black_rot
z7_000230_40add895-b8e2-42ef-af05-5d13bd5554c6___FAM_B.Rot 3475.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000230_40add895-b8e2-42ef-af05-5d13bd5554c6___FAM_B.Rot 3475.JPG,Grape___Black_rot
z7_000231_40b0b3e8-d591-42c2-9e59-a8daaf9f2f44___FAM_B.Rot 3491.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000231_40b0b3e8-d591-42c2-9e59-a8daaf9f2f44___FAM_B.Rot 3491.JPG,Grape___Black_rot
z7_000232_41683bde-b97c-487c-b342-ed4cf21d129e___FAM_B.Rot 3017.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000232_41683bde-b97c-487c-b342-ed4cf21d129e___FAM_B.Rot 3017.JPG,Grape___Black_rot
z7_000233_416b800e-ab38-4fa1-8de8-54768869dd1d___FAM_B.Rot 3313.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000233_416b800e-ab38-4fa1-8de8-54768869dd1d___FAM_B.Rot 3313.JPG,Grape___Black_rot
z7_000234_422245a4-9a54-44af-90f5-f9428cdc5e43___FAM_B.Rot 3166.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000234_422245a4-9a54-44af-90f5-f9428cdc5e43___FAM_B.Rot 3166.JPG,Grape___Black_rot
z7_000235_4231101f-c683-4711-9949-b99e5ff30e64___FAM_B.Rot 3396.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000235_4231101f-c683-4711-9949-b99e5ff30e64___FAM_B.Rot 3396.JPG,Grape___Black_rot
z7_000236_42aafcbe-ea42-4dc5-bb1c-8e30ec255b6e___FAM_B.Rot 3178.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000236_42aafcbe-ea42-4dc5-bb1c-8e30ec255b6e___FAM_B.Rot 3178.JPG,Grape___Black_rot
z7_000237_42aecd06-177a-4efd-9647-2a5dcda46c9b___FAM_B.Rot 3299.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000237_42aecd06-177a-4efd-9647-2a5dcda46c9b___FAM_B.Rot 3299.JPG,Grape___Black_rot
z7_000238_42c34247-fd53-447e-935c-ccac6306cb71___FAM_B.Rot 0611.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000238_42c34247-fd53-447e-935c-ccac6306cb71___FAM_B.Rot 0611.JPG,Grape___Black_rot
z7_000239_42e774fe-ff8e-4044-8dd5-5deedc64c991___FAM_B.Rot 3148.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000239_42e774fe-ff8e-4044-8dd5-5deedc64c991___FAM_B.Rot 3148.JPG,Grape___Black_rot
z7_000240_4316c1d4-def2-4b34-b4ee-b97c9dfae1f2___FAM_B.Rot 3583.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000240_4316c1d4-def2-4b34-b4ee-b97c9dfae1f2___FAM_B.Rot 3583.JPG,Grape___Black_rot
z7_000241_43998835-9608-4f1b-bbe8-d63cfa815390___FAM_B.Rot 0383.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000241_43998835-9608-4f1b-bbe8-d63cfa815390___FAM_B.Rot 0383.JPG,Grape___Black_rot
z7_000242_43b547bb-666c-4458-b918-ef98ab08d02f___FAM_B.Rot 0691.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000242_43b547bb-666c-4458-b918-ef98ab08d02f___FAM_B.Rot 0691.JPG,Grape___Black_rot
z7_000243_43c2e0a8-2007-48cf-9f06-af5a3d651298___FAM_B.Rot 0623.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000243_43c2e0a8-2007-48cf-9f06-af5a3d651298___FAM_B.Rot 0623.JPG,Grape___Black_rot
z7_000244_4559bac5-ad03-4813-a521-84b03ae84a5b___FAM_B.Rot 0335.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000244_4559bac5-ad03-4813-a521-84b03ae84a5b___FAM_B.Rot 0335.JPG,Grape___Black_rot
z7_000245_45631fc9-ee25-4556-acba-12eab79ec01b___FAM_B.Rot 0708.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000245_45631fc9-ee25-4556-acba-12eab79ec01b___FAM_B.Rot 0708.JPG,Grape___Black_rot
z7_000246_45b6a769-0ac8-449e-8470-ff55515a34a7___FAM_B.Rot 3047.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000246_45b6a769-0ac8-449e-8470-ff55515a34a7___FAM_B.Rot 3047.JPG,Grape___Black_rot
z7_000247_46f54ca2-1e76-41f0-91a0-63970971f874___FAM_B.Rot 0750.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000247_46f54ca2-1e76-41f0-91a0-63970971f874___FAM_B.Rot 0750.JPG,Grape___Black_rot
z7_000248_47590c82-1467-4008-a9a0-27d9f12bada5___FAM_B.Rot 0594.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000248_47590c82-1467-4008-a9a0-27d9f12bada5___FAM_B.Rot 0594.JPG,Grape___Black_rot
z7_000249_47682bea-7eb6-4c69-8833-e0d43f2a64ad___FAM_B.Rot 0718.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000249_47682bea-7eb6-4c69-8833-e0d43f2a64ad___FAM_B.Rot 0718.JPG,Grape___Black_rot
z7_000250_4775c72d-1bc1-4cef-96c6-dd0bffcc276d___FAM_B.Rot 3088.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000250_4775c72d-1bc1-4cef-96c6-dd0bffcc276d___FAM_B.Rot 3088.JPG,Grape___Black_rot
z7_000251_4791dabf-156e-4f0f-b922-f2c7f25d5102___FAM_B.Rot 0500.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000251_4791dabf-156e-4f0f-b922-f2c7f25d5102___FAM_B.Rot 0500.JPG,Grape___Black_rot
z7_000252_48494df9-56ac-4220-b00c-a12dd303aa63___FAM_B.Rot 3189.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000252_48494df9-56ac-4220-b00c-a12dd303aa63___FAM_B.Rot 3189.JPG,Grape___Black_rot
z7_000253_4890481c-3eb1-4fb2-afd8-0e22d0dd776b___FAM_B.Rot 3406.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000253_4890481c-3eb1-4fb2-afd8-0e22d0dd776b___FAM_B.Rot 3406.JPG,Grape___Black_rot
z7_000254_489488d6-c257-4644-aefd-37ca4eb8b615___FAM_B.Rot 3496.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000254_489488d6-c257-4644-aefd-37ca4eb8b615___FAM_B.Rot 3496.JPG,Grape___Black_rot
z7_000255_48b865b5-e7c6-45f1-994a-b2b1adc2cff5___FAM_B.Rot 3379.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000255_48b865b5-e7c6-45f1-994a-b2b1adc2cff5___FAM_B.Rot 3379.JPG,Grape___Black_rot
z7_000256_4a0e8241-b8c4-4e01-ab1b-7b8ff77f4b6f___FAM_B.Rot 3118.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000256_4a0e8241-b8c4-4e01-ab1b-7b8ff77f4b6f___FAM_B.Rot 3118.JPG,Grape___Black_rot
z7_000257_4a73015b-dbd0-417f-98b3-2016561c9bae___FAM_B.Rot 3577.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000257_4a73015b-dbd0-417f-98b3-2016561c9bae___FAM_B.Rot 3577.JPG,Grape___Black_rot
z7_000258_4b052d59-caee-4a85-9ebb-27bf987e54b6___FAM_B.Rot 3016.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000258_4b052d59-caee-4a85-9ebb-27bf987e54b6___FAM_B.Rot 3016.JPG,Grape___Black_rot
z7_000259_4b0efd47-1736-40e8-844f-077a0cf12294___FAM_B.Rot 5104.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000259_4b0efd47-1736-40e8-844f-077a0cf12294___FAM_B.Rot 5104.JPG,Grape___Black_rot
z7_000260_4b4c5485-62c7-4b05-89e7-2b200788337d___FAM_B.Rot 3519.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000260_4b4c5485-62c7-4b05-89e7-2b200788337d___FAM_B.Rot 3519.JPG,Grape___Black_rot
z7_000261_4b58bd4b-a23c-4677-b52e-5301a120c981___FAM_B.Rot 3150.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000261_4b58bd4b-a23c-4677-b52e-5301a120c981___FAM_B.Rot 3150.JPG,Grape___Black_rot
z7_000262_4b7b10cb-99f2-4688-b5c8-b820c3214845___FAM_B.Rot 3489.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000262_4b7b10cb-99f2-4688-b5c8-b820c3214845___FAM_B.Rot 3489.JPG,Grape___Black_rot
z7_000263_4ce501e4-f2e1-446f-a65e-2545ab9afb90___FAM_B.Rot 3402.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000263_4ce501e4-f2e1-446f-a65e-2545ab9afb90___FAM_B.Rot 3402.JPG,Grape___Black_rot
z7_000264_4d1aa43d-81ed-4535-a680-c998f4d7b974___FAM_B.Rot 0732.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000264_4d1aa43d-81ed-4535-a680-c998f4d7b974___FAM_B.Rot 0732.JPG,Grape___Black_rot
z7_000265_4d1cb709-f730-41e0-9beb-f793d4c24d47___FAM_B.Rot 0524.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000265_4d1cb709-f730-41e0-9beb-f793d4c24d47___FAM_B.Rot 0524.JPG,Grape___Black_rot
z7_000266_4d7a3011-3007-4854-8d1a-12bb807073db___FAM_B.Rot 3283.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000266_4d7a3011-3007-4854-8d1a-12bb807073db___FAM_B.Rot 3283.JPG,Grape___Black_rot
z7_000267_4d84bb47-ff52-414c-8c1f-21826e25876d___FAM_B.Rot 3371.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000267_4d84bb47-ff52-414c-8c1f-21826e25876d___FAM_B.Rot 3371.JPG,Grape___Black_rot
z7_000268_4d8e130b-809c-4f17-b724-83463c8fbbab___FAM_B.Rot 3092.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000268_4d8e130b-809c-4f17-b724-83463c8fbbab___FAM_B.Rot 3092.JPG,Grape___Black_rot
z7_000269_4d8eb211-0ad4-4cac-be0a-56d5d0ad9d8e___FAM_B.Rot 3008.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000269_4d8eb211-0ad4-4cac-be0a-56d5d0ad9d8e___FAM_B.Rot 3008.JPG,Grape___Black_rot
z7_000270_4dca234a-1cf7-4524-ade0-7aadda601943___FAM_B.Rot 0525.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000270_4dca234a-1cf7-4524-ade0-7aadda601943___FAM_B.Rot 0525.JPG,Grape___Black_rot
z7_000271_4dd5393a-fbcd-41da-b67c-5f74c3a5851d___FAM_B.Rot 3336.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000271_4dd5393a-fbcd-41da-b67c-5f74c3a5851d___FAM_B.Rot 3336.JPG,Grape___Black_rot
z7_000272_4dfc3e8c-396e-45d0-a023-b05af824cf4b___FAM_B.Rot 3624.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000272_4dfc3e8c-396e-45d0-a023-b05af824cf4b___FAM_B.Rot 3624.JPG,Grape___Black_rot
z7_000273_4e9dc57c-9d1e-4e31-bb7e-a744a67d98ed___FAM_B.Rot 3263.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000273_4e9dc57c-9d1e-4e31-bb7e-a744a67d98ed___FAM_B.Rot 3263.JPG,Grape___Black_rot
z7_000274_4ea5f522-3623-4ee9-9a13-4ea63404c500___FAM_B.Rot 5070.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000274_4ea5f522-3623-4ee9-9a13-4ea63404c500___FAM_B.Rot 5070.JPG,Grape___Black_rot
z7_000275_4f2e0b9d-ad36-4b62-a475-66f13ce3320b___FAM_B.Rot 0492.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000275_4f2e0b9d-ad36-4b62-a475-66f13ce3320b___FAM_B.Rot 0492.JPG,Grape___Black_rot
z7_000276_4f96ed73-52e2-4f42-9c1c-afb7d89ef39f___FAM_B.Rot 5066.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000276_4f96ed73-52e2-4f42-9c1c-afb7d89ef39f___FAM_B.Rot 5066.JPG,Grape___Black_rot
z7_000277_4fdd1c1a-33fb-4409-8fbf-40f416abfde9___FAM_B.Rot 3272.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000277_4fdd1c1a-33fb-4409-8fbf-40f416abfde9___FAM_B.Rot 3272.JPG,Grape___Black_rot
z7_000278_501a0cbb-28ae-43e1-a17b-81e6a3ac9ce8___FAM_B.Rot 0550.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000278_501a0cbb-28ae-43e1-a17b-81e6a3ac9ce8___FAM_B.Rot 0550.JPG,Grape___Black_rot
z7_000279_50911cb0-4fc0-4403-b42d-d21b60b76ed6___FAM_B.Rot 0422.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000279_50911cb0-4fc0-4403-b42d-d21b60b76ed6___FAM_B.Rot 0422.JPG,Grape___Black_rot
z7_000280_5092a40d-5a54-4969-ba1b-81021732a6a1___FAM_B.Rot 3477.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000280_5092a40d-5a54-4969-ba1b-81021732a6a1___FAM_B.Rot 3477.JPG,Grape___Black_rot
z7_000281_50b94540-6e19-4dc1-9562-4d005bc609c8___FAM_B.Rot 0439.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000281_50b94540-6e19-4dc1-9562-4d005bc609c8___FAM_B.Rot 0439.JPG,Grape___Black_rot
z7_000282_50dd2895-09c6-48c4-b4f5-a66c5ffbfc48___FAM_B.Rot 3555.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000282_50dd2895-09c6-48c4-b4f5-a66c5ffbfc48___FAM_B.Rot 3555.JPG,Grape___Black_rot
z7_000283_50e831d2-ba5d-4955-bd33-578299a6a446___FAM_B.Rot 3458.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000283_50e831d2-ba5d-4955-bd33-578299a6a446___FAM_B.Rot 3458.JPG,Grape___Black_rot
z7_000284_515986ac-032f-479a-a71b-085e2e1d61c7___FAM_B.Rot 3404.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000284_515986ac-032f-479a-a71b-085e2e1d61c7___FAM_B.Rot 3404.JPG,Grape___Black_rot
z7_000285_51a3a7f8-42e9-48dc-9627-8f89da067e62___FAM_B.Rot 0650.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000285_51a3a7f8-42e9-48dc-9627-8f89da067e62___FAM_B.Rot 0650.JPG,Grape___Black_rot
z7_000286_51a8eb51-21e7-45b7-a38a-51524c8bbaf3___FAM_B.Rot 3130.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000286_51a8eb51-21e7-45b7-a38a-51524c8bbaf3___FAM_B.Rot 3130.JPG,Grape___Black_rot
z7_000287_51beded3-3dc0-4f1f-a6b9-45c74612b9a1___FAM_B.Rot 3005.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000287_51beded3-3dc0-4f1f-a6b9-45c74612b9a1___FAM_B.Rot 3005.JPG,Grape___Black_rot
z7_000288_51c9650f-6098-45ac-a58a-57d376557db5___FAM_B.Rot 0542.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000288_51c9650f-6098-45ac-a58a-57d376557db5___FAM_B.Rot 0542.JPG,Grape___Black_rot
z7_000289_52018b03-b024-4eb9-b19e-b62fd70a2523___FAM_B.Rot 5037.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000289_52018b03-b024-4eb9-b19e-b62fd70a2523___FAM_B.Rot 5037.JPG,Grape___Black_rot
z7_000290_5253392d-9dc1-45cf-8f69-ac81ac69db47___FAM_B.Rot 0518.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000290_5253392d-9dc1-45cf-8f69-ac81ac69db47___FAM_B.Rot 0518.JPG,Grape___Black_rot
z7_000291_52f0c3c4-e53e-4c49-afd1-471d9d12ac71___FAM_B.Rot 0345.JPG,C:/Users/sriha/Downloads/disease dataset/Grape___Black_rot/z7_000291_52f0c3c4-e53e-4c49-afd1-471d9d12ac71___FAM_B.Rot 0345.JPG,Grape___Black_rot
